filename,contract,abi,bytecode
1398.sol,node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
1398.sol,node_modules/@openzeppelin/contracts/token/ERC20/IERC20.sol:IERC20,"[{""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""spender"", ""type"": ""address""}, {""indexed"": false, ""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""Approval"", ""type"": ""event""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""from"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""to"", ""type"": ""address""}, {""indexed"": false, ""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""Transfer"", ""type"": ""event""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}, {""internalType"": ""address"", ""name"": ""spender"", ""type"": ""address""}], ""name"": ""allowance"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""spender"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""approve"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""balanceOf"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""totalSupply"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""to"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""transfer"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""from"", ""type"": ""address""}, {""internalType"": ""address"", ""name"": ""to"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""transferFrom"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
1398.sol,node_modules/@openzeppelin/contracts/utils/Context.sol:Context,[],
1398.sol,openzeppelin/SafeMath.sol:SafeMath,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
6434.sol,6434.sol:MetaDollarICO,"[{""inputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""constructor""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""preICOPrice"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""uint256"", ""name"": ""_newPriceInWei"", ""type"": ""uint256""}], ""name"": ""setPreICOPrice"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",608060405234801561000f575f5ffd5b50335f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610081575f6040517f1e4fbdf7000000000000000000000000000000000000000000000000000000008152600401610078919061019d565b60405180910390fd5b6100908161009d60201b60201c565b50600180819055506101b6565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6101878261015e565b9050919050565b6101978161017d565b82525050565b5f6020820190506101b05f83018461018e565b92915050565b610549806101c35f395ff3fe608060405234801561000f575f5ffd5b5060043610610055575f3560e01c8063715018a6146100595780638408cb9d146100635780638da5cb5b1461007f578063ca18ebbf1461009d578063f2fde38b146100bb575b5f5ffd5b6100616100d7565b005b61007d60048036038101906100789190610375565b6100ea565b005b61008761013e565b60405161009491906103df565b60405180910390f35b6100a5610165565b6040516100b29190610407565b60405180910390f35b6100d560048036038101906100d0919061044a565b61016b565b005b6100df6101ef565b6100e85f610276565b565b6100f26101ef565b5f8111610134576040517f08c379a000000000000000000000000000000000000000000000000000000000815260040161012b906104f5565b60405180910390fd5b8060018190555050565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff16905090565b60015481565b6101736101ef565b5f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff16036101e3575f6040517f1e4fbdf70000000000000000000000000000000000000000000000000000000081526004016101da91906103df565b60405180910390fd5b6101ec81610276565b50565b6101f7610337565b73ffffffffffffffffffffffffffffffffffffffff1661021561013e565b73ffffffffffffffffffffffffffffffffffffffff161461027457610238610337565b6040517f118cdaa700000000000000000000000000000000000000000000000000000000815260040161026b91906103df565b60405180910390fd5b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f33905090565b5f5ffd5b5f819050919050565b61035481610342565b811461035e575f5ffd5b50565b5f8135905061036f8161034b565b92915050565b5f6020828403121561038a5761038961033e565b5b5f61039784828501610361565b91505092915050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6103c9826103a0565b9050919050565b6103d9816103bf565b82525050565b5f6020820190506103f25f8301846103d0565b92915050565b61040181610342565b82525050565b5f60208201905061041a5f8301846103f8565b92915050565b610429816103bf565b8114610433575f5ffd5b50565b5f8135905061044481610420565b92915050565b5f6020828403121561045f5761045e61033e565b5b5f61046c84828501610436565b91505092915050565b5f82825260208201905092915050565b7f4d657461446f6c6c617249434f3a20546865207072696365206d7573742062655f8201527f2067726561746572207468616e20300000000000000000000000000000000000602082015250565b5f6104df602f83610475565b91506104ea82610485565b604082019050919050565b5f6020820190508181035f83015261050c816104d3565b905091905056fea26469706673582212204da502d060c572d10a9fe496fa632eed7049928df927281162c67fc6207d254064736f6c634300081e0033
6434.sol,node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
6434.sol,node_modules/@openzeppelin/contracts/utils/Context.sol:Context,[],
6434.sol,openzeppelin/SafeMath.sol:SafeMath,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
6593.sol,6593.sol:TradeContract,"[{""inputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""constructor""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [{""internalType"": ""uint256"", ""name"": ""_orderId"", ""type"": ""uint256""}], ""name"": ""getTraderByOrderId"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""name"": ""orders"", ""outputs"": [{""internalType"": ""address"", ""name"": ""trader"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""amount"", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",608060405234801561000f575f5ffd5b50335f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610081575f6040517f1e4fbdf70000000000000000000000000000000000000000000000000000000081526004016100789190610196565b60405180910390fd5b6100908161009660201b60201c565b506101af565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f61018082610157565b9050919050565b61019081610176565b82525050565b5f6020820190506101a95f830184610187565b92915050565b610638806101bc5f395ff3fe608060405234801561000f575f5ffd5b5060043610610055575f3560e01c8063715018a6146100595780638da5cb5b14610063578063a85c38ef14610081578063d2d4c494146100b2578063f2fde38b146100e2575b5f5ffd5b6100616100fe565b005b61006b610111565b6040516100789190610484565b60405180910390f35b61009b600480360381019061009691906104d4565b610138565b6040516100a992919061050e565b60405180910390f35b6100cc60048036038101906100c791906104d4565b610177565b6040516100d99190610484565b60405180910390f35b6100fc60048036038101906100f7919061055f565b610272565b005b6101066102f6565b61010f5f61037d565b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff16905090565b6001602052805f5260405f205f91509050805f015f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff16908060010154905082565b5f5f60015f8481526020019081526020015f206040518060400160405290815f82015f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff16815260200160018201548152505090505f73ffffffffffffffffffffffffffffffffffffffff16815f015173ffffffffffffffffffffffffffffffffffffffff1603610266576040517f08c379a000000000000000000000000000000000000000000000000000000000815260040161025d906105e4565b60405180910390fd5b805f0151915050919050565b61027a6102f6565b5f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff16036102ea575f6040517f1e4fbdf70000000000000000000000000000000000000000000000000000000081526004016102e19190610484565b60405180910390fd5b6102f38161037d565b50565b6102fe61043e565b73ffffffffffffffffffffffffffffffffffffffff1661031c610111565b73ffffffffffffffffffffffffffffffffffffffff161461037b5761033f61043e565b6040517f118cdaa70000000000000000000000000000000000000000000000000000000081526004016103729190610484565b60405180910390fd5b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f33905090565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f61046e82610445565b9050919050565b61047e81610464565b82525050565b5f6020820190506104975f830184610475565b92915050565b5f5ffd5b5f819050919050565b6104b3816104a1565b81146104bd575f5ffd5b50565b5f813590506104ce816104aa565b92915050565b5f602082840312156104e9576104e861049d565b5b5f6104f6848285016104c0565b91505092915050565b610508816104a1565b82525050565b5f6040820190506105215f830185610475565b61052e60208301846104ff565b9392505050565b61053e81610464565b8114610548575f5ffd5b50565b5f8135905061055981610535565b92915050565b5f602082840312156105745761057361049d565b5b5f6105818482850161054b565b91505092915050565b5f82825260208201905092915050565b7f4f7264657220646f6573206e6f742065786973740000000000000000000000005f82015250565b5f6105ce60148361058a565b91506105d98261059a565b602082019050919050565b5f6020820190508181035f8301526105fb816105c2565b905091905056fea26469706673582212200857e22e11c191cbee637b504e48691f0c6dfe254372168f43854d6000cc630664736f6c634300081e0033
6593.sol,node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
6593.sol,node_modules/@openzeppelin/contracts/utils/Context.sol:Context,[],
6593.sol,openzeppelin/SafeMath.sol:SafeMath,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
1383.sol,1383.sol:YourContractName,"[{""inputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""constructor""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""token"", ""type"": ""address""}], ""name"": ""SafeERC20FailedOperation"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""name"": ""balanceOf"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [], ""name"": ""totalSupply"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""contract IERC20"", ""name"": ""token"", ""type"": ""address""}, {""internalType"": ""address"", ""name"": ""sender"", ""type"": ""address""}, {""internalType"": ""address"", ""name"": ""recipient"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""amount"", ""type"": ""uint256""}], ""name"": ""transferAsset"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",608060405234801561000f575f5ffd5b50335f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610081575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161007891906101e9565b60405180910390fd5b610090816100e960201b60201c565b506103e860025f3373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f2081905550670de0b6b3a7640000600181905550610202565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6101d3826101aa565b9050919050565b6101e3816101c9565b82525050565b5f6020820190506101fc5f8301846101da565b92915050565b6108608061020f5f395ff3fe608060405234801561000f575f5ffd5b5060043610610060575f3560e01c806318160ddd1461006457806370a0823114610082578063715018a6146100b25780638da5cb5b146100bc5780639991a202146100da578063f2fde38b146100f6575b5f5ffd5b61006c610112565b604051610079919061055e565b60405180910390f35b61009c600480360381019061009791906105d5565b610118565b6040516100a9919061055e565b60405180910390f35b6100ba61012d565b005b6100c4610140565b6040516100d1919061060f565b60405180910390f35b6100f460048036038101906100ef919061068d565b610167565b005b610110600480360381019061010b91906105d5565b610256565b005b60015481565b6002602052805f5260405f205f915090505481565b6101356102da565b61013e5f610361565b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff16905090565b8373ffffffffffffffffffffffffffffffffffffffff1663dd62ed3e84306040518363ffffffff1660e01b81526004016101a29291906106f1565b602060405180830381865afa1580156101bd573d5f5f3e3d5ffd5b505050506040513d601f19601f820116820180604052508101906101e1919061072c565b811115610223576040517f08c379a000000000000000000000000000000000000000000000000000000000815260040161021a906107d7565b60405180910390fd5b6102508383838773ffffffffffffffffffffffffffffffffffffffff16610422909392919063ffffffff16565b50505050565b61025e6102da565b5f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff16036102ce575f6040517f1e4fbdf70000000000000000000000000000000000000000000000000000000081526004016102c5919061060f565b60405180910390fd5b6102d781610361565b50565b6102e26104a4565b73ffffffffffffffffffffffffffffffffffffffff16610300610140565b73ffffffffffffffffffffffffffffffffffffffff161461035f576103236104a4565b6040517f118cdaa7000000000000000000000000000000000000000000000000000000008152600401610356919061060f565b60405180910390fd5b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b61049e848573ffffffffffffffffffffffffffffffffffffffff166323b872dd868686604051602401610457939291906107f5565b604051602081830303815290604052915060e01b6020820180517bffffffffffffffffffffffffffffffffffffffffffffffffffffffff83818316178352505050506104ab565b50505050565b5f33905090565b5f5f60205f8451602086015f885af1806104ca576040513d5f823e3d81fd5b3d92505f519150505f82146104e35760018114156104fe565b5f8473ffffffffffffffffffffffffffffffffffffffff163b145b1561054057836040517f5274afe7000000000000000000000000000000000000000000000000000000008152600401610537919061060f565b60405180910390fd5b50505050565b5f819050919050565b61055881610546565b82525050565b5f6020820190506105715f83018461054f565b92915050565b5f5ffd5b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6105a48261057b565b9050919050565b6105b48161059a565b81146105be575f5ffd5b50565b5f813590506105cf816105ab565b92915050565b5f602082840312156105ea576105e9610577565b5b5f6105f7848285016105c1565b91505092915050565b6106098161059a565b82525050565b5f6020820190506106225f830184610600565b92915050565b5f6106328261059a565b9050919050565b61064281610628565b811461064c575f5ffd5b50565b5f8135905061065d81610639565b92915050565b61066c81610546565b8114610676575f5ffd5b50565b5f8135905061068781610663565b92915050565b5f5f5f5f608085870312156106a5576106a4610577565b5b5f6106b28782880161064f565b94505060206106c3878288016105c1565b93505060406106d4878288016105c1565b92505060606106e587828801610679565b91505092959194509250565b5f6040820190506107045f830185610600565b6107116020830184610600565b9392505050565b5f8151905061072681610663565b92915050565b5f6020828403121561074157610740610577565b5b5f61074e84828501610718565b91505092915050565b5f82825260208201905092915050565b7f5472616e7366657220616d6f756e74206578636565647320616c6c6f77616e635f8201527f6500000000000000000000000000000000000000000000000000000000000000602082015250565b5f6107c1602183610757565b91506107cc82610767565b604082019050919050565b5f6020820190508181035f8301526107ee816107b5565b9050919050565b5f6060820190506108085f830186610600565b6108156020830185610600565b610822604083018461054f565b94935050505056fea264697066735822122064bb1cd60443eae8737956103c21c8163a821585d79d9eb584e06b97dad2da5c64736f6c634300081e0033
1383.sol,node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
